0.39697,1.301
0.39719,1.3242
0.39741,1.3238
0.39762,1.3236
0.39784,1.3207
0.39806,1.32
0.39827,1.3195
0.39849,1.32
0.39871,1.3221
0.39893,1.3217
0.39914,1.3221
0.39936,1.3234
0.39958,1.3247
0.39979,1.3259
0.40001,1.3289
0.40023,1.3327
0.40045,1.3365
0.40066,1.3403
0.40088,1.345
0.4011,1.3496
0.40132,1.3551
0.40153,1.3615
0.40175,1.3678
0.40197,1.3742
0.40219,1.3814
0.4024,1.3894
0.40262,1.3983
0.40284,1.4072
0.40306,1.4161
0.40327,1.4258
0.40349,1.4356
0.40371,1.4453
0.40393,1.455
0.40414,1.4656
0.40436,1.4762
0.40458,1.4868
0.4048,1.4974
0.40501,1.5088
0.40523,1.5202
0.40545,1.5308
0.40567,1.5422
0.40589,1.5528
0.4061,1.5642
0.40632,1.5757
0.40654,1.5871
0.40676,1.5985
0.40698,1.61
0.40719,1.6222
0.40741,1.6337
0.40763,1.6459
0.40785,1.6582
0.40806,1.6705
0.40828,1.6819
0.4085,1.6942
0.40872,1.7065
0.40893,1.7187
0.40915,1.731
0.40937,1.7424
0.40959,1.7547
0.40981,1.7661
0.41002,1.7784
0.41024,1.7907
0.41046,1.803
0.41068,1.8152
0.4109,1.8275
0.41111,1.8398
0.41133,1.8521
0.41155,1.8643
0.41177,1.8766
0.41199,1.8889
0.41221,1.9003
0.41242,1.9126
0.41264,1.9257
0.41286,1.938
0.41308,1.9511
0.4133,1.9642
0.41352,1.9774
0.41373,1.9896
0.41395,2.0028
0.41417,2.015
0.41439,2.0273
0.41461,2.0396
0.41482,2.0519
0.41504,2.0633
0.41526,2.0756
0.41548,2.0878
0.4157,2.0993
0.41592,2.1098
0.41613,2.1204
0.41635,2.1302
0.41657,2.1391
0.41679,2.1479
0.41701,2.1568
0.41723,2.1649
0.41745,2.1738
0.41766,2.1826
0.41788,2.1907
0.4181,2.1987
0.41832,2.2068
0.41854,2.214
0.41876,2.2212
0.41898,2.2292
0.41919,2.2364
0.41941,2.2436
0.41963,2.2516
0.41985,2.2597
0.42007,2.2677
0.42029,2.2758
0.42051,2.2838
0.42072,2.2919
0.42094,2.2999
0.42116,2.3079
0.42138,2.316
0.4216,2.324
0.42182,2.3321
0.42204,2.3401
0.42226,2.3473
0.42247,2.3553
0.42269,2.3642
0.42291,2.3723
0.42313,2.3803
0.42335,2.3884
0.42357,2.3964
0.42379,2.4044
0.42401,2.4116
0.42423,2.4188
0.42444,2.426
0.42466,2.4332
0.42488,2.4404
0.4251,2.4476
0.42532,2.4548
0.42554,2.462
0.42576,2.4692
0.42598,2.4756
0.4262,2.4819
0.42642,2.4883
0.42663,2.4955
0.42685,2.5018
0.42707,2.5082
0.42729,2.5145
0.42751,2.5209
0.42773,2.5272
0.42795,2.5335
0.42817,2.5399
0.42839,2.5462
0.42861,2.5526
0.42883,2.5589
0.42905,2.5653
0.42926,2.5716
0.42948,2.578
0.4297,2.5843
0.42992,2.5898
0.43014,2.5962
0.43036,2.6025
0.43058,2.6089
0.4308,2.6152
0.43102,2.6216
0.43124,2.6271
0.43146,2.6326
0.43168,2.6381
0.4319,2.6436
0.43212,2.6491
0.43234,2.6546
0.43256,2.6601
0.43278,2.6656
0.433,2.6711
0.43322,2.6766
0.43343,2.6821
0.43365,2.6876
0.43387,2.6923
0.43409,2.6969
0.43431,2.7016
0.43453,2.7071
0.43475,2.7126
0.43497,2.7181
0.43519,2.7236
0.43541,2.7291
0.43563,2.7346
0.43585,2.7393
0.43607,2.7439
0.43629,2.7486
0.43651,2.7532
0.43673,2.7579
0.43695,2.7625
0.43717,2.768
0.43739,2.7727
0.43761,2.7774
0.43783,2.782
0.43805,2.7867
0.43827,2.7905
0.43849,2.7943
0.43871,2.7981
0.43893,2.8019
0.43915,2.8066
0.43937,2.8104
0.43959,2.8142
0.43981,2.818
0.44003,2.8218
0.44025,2.8248
0.44047,2.8277
0.44069,2.8315
0.44091,2.8345
0.44113,2.8375
0.44135,2.8404
0.44157,2.8442
0.44179,2.848
0.44201,2.851
0.44223,2.854
0.44245,2.8569
0.44267,2.8607
0.44289,2.8646
0.44311,2.8675
0.44333,2.8705
0.44355,2.8734
0.44377,2.8764
0.44399,2.8794
0.44421,2.8832
0.44443,2.8861
0.44465,2.8891
0.44487,2.8921
0.44509,2.8942
0.44531,2.8971
0.44553,2.9001
0.44575,2.9031
0.44597,2.9052
0.44619,2.9073
0.44641,2.9094
0.44663,2.9115
0.44685,2.9145
0.44707,2.9175
0.44729,2.9196
0.44751,2.9217
0.44774,2.9247
0.44796,2.9276
0.44818,2.9297
0.4484,2.9327
0.44862,2.9357
0.44884,2.9378
0.44906,2.9399
0.44928,2.9429
0.4495,2.945
0.44972,2.9479
0.44994,2.9501
0.45016,2.9522
0.45038,2.9543
0.4506,2.9564
0.45082,2.9585
0.45104,2.9606
0.45127,2.9619
0.45149,2.964
0.45171,2.9661
0.45193,2.9674
0.45215,2.9695
0.45237,2.9716
0.45259,2.9729
0.45281,2.975
0.45303,2.9771
0.45325,2.9793
0.45347,2.9814
0.45369,2.9835
0.45391,2.9856
0.45414,2.9877
0.45436,2.989
0.45458,2.9911
0.4548,2.9932
0.45502,2.9945
0.45524,2.9966
0.45546,2.9979
0.45568,2.9992
0.4559,3.0013
0.45612,3.0025
0.45635,3.0038
0.45657,3.0051
0.45679,3.0064
0.45701,3.0076
0.45723,3.0089
0.45745,3.0102
0.45767,3.0114
0.45789,3.0127
0.45811,3.014
0.45834,3.0152
0.45856,3.0165
0.45878,3.0178
0.459,3.0191
0.45922,3.0203
0.45944,3.0216
0.45966,3.0229
0.45988,3.0241
0.4601,3.0254
0.46033,3.0258
0.46055,3.0271
0.46077,3.0275
0.46099,3.0288
0.46121,3.0292
0.46143,3.0296
0.46165,3.0301
0.46187,3.0305
0.4621,3.0309
0.46232,3.0313
0.46254,3.0309
0.46276,3.0305
0.46298,3.0301
0.4632,3.0296
0.46342,3.0292
0.46365,3.0296
0.46387,3.0292
0.46409,3.0288
0.46431,3.0284
0.46453,3.0279
0.46476,3.0275
0.46498,3.0271
0.4652,3.0267
0.46542,3.0262
0.46564,3.0258
0.46586,3.0254
0.46608,3.025
0.46631,3.0246
0.46653,3.0241
0.46675,3.0229
0.46697,3.0216
0.46719,3.0203
0.46741,3.0199
0.46764,3.0186
0.46786,3.0174
0.46808,3.0161
0.4683,3.0148
