,Rj,Cj,Rtmdc,Cp,Lp,Rex,fpulse,mode
0,1000.0,1e-16,10000.0,1e-16,1e-05,10000000.0,80000000.0,1.0
1,10000.0,1e-16,10000.0,1e-16,1e-05,10000000.0,80000000.0,1.0
2,100000.0,1e-16,10000.0,1e-16,1e-05,10000000.0,80000000.0,1.0
3,1000000.0,1e-16,10000.0,1e-16,1e-05,10000000.0,80000000.0,1.0
