,Rj,Cj,Rtmdc,Cp,Lp,Rex,fpulse,mode
0,100000.0,1e-16,100000.0,1e-05,0.001,1000.0,20000000.0,0.0
1,100000.0,1e-16,100000.0,1e-05,0.001,1000.0,40000000.0,0.0
2,100000.0,1e-16,100000.0,1e-05,0.001,1000.0,60000000.0,0.0
3,100000.0,1e-16,100000.0,1e-05,0.001,1000.0,80000000.0,0.0
4,100000.0,1e-16,100000.0,1e-05,0.001,1000.0,100000000.0,0.0
